,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
900,2022,MI,FT,Data Analyst,40000,GBP,49253,GB,100,GB,M
901,2023,SE,FT,Business Intelligence Engineer,79600,USD,79600,US,0,US,L
902,2023,SE,FT,Business Intelligence Developer,169000,USD,169000,US,0,US,M
903,2024,SE,FT,Data Engineer,50000,GBP,62500,GB,0,GB,M
904,2023,MI,FT,Data Engineer,185000,USD,185000,US,100,US,M
905,2023,MI,FT,Data Engineer,184000,USD,184000,US,0,US,M
908,2023,EX,FT,Data Engineer,123471,USD,123471,GB,100,GB,M
909,2023,SE,FT,Machine Learning Engineer,323300,USD,323300,US,0,US,M
910,2024,MI,FT,ML Engineer,110000,USD,110000,US,0,US,M
911,2023,MI,FT,Data Scientist,116990,USD,116990,US,100,US,M
912,2024,SE,FT,Data Scientist,147500,USD,147500,US,100,US,M
913,2023,SE,FT,Data Engineer,132624,USD,132624,US,100,US,M
914,2023,SE,FT,Data Engineer,145000,USD,145000,US,0,US,M
915,2023,SE,FT,Computer Vision Engineer,351000,USD,351000,US,0,US,M
916,2023,SE,FT,Data Engineer,124740,USD,124740,US,0,US,M
917,2022,EN,FL,Data Analytics Consultant,50000,USD,50000,BE,100,US,S
918,2023,SE,FT,Data Engineer,186000,USD,186000,US,0,US,M
919,2023,SE,FT,Data Engineer,252000,USD,252000,US,0,US,M
921,2024,SE,FT,Machine Learning Engineer,180000,USD,180000,US,0,US,M
922,2023,SE,FT,Data Scientist,170000,USD,170000,US,100,US,M
923,2022,SE,FT,Data Scientist,170000,USD,170000,US,100,US,M
924,2022,SE,FT,Data Science Engineer,60000,USD,60000,AR,100,MX,L
925,2024,EN,FT,Research Analyst,84068,USD,84068,US,0,US,M
926,2023,SE,FT,Data Engineer,81500,USD,81500,US,0,US,M
928,2023,SE,FT,Machine Learning Engineer,240000,USD,240000,US,0,US,M
929,2023,SE,FT,Research Scientist,202350,USD,202350,US,0,US,M
930,2023,EN,FT,Data Engineer,120000,USD,120000,US,0,US,M
931,2024,SE,FT,Data Engineer,173000,USD,173000,US,100,US,M
932,2023,SE,FT,Data Scientist,36000,EUR,38868,ES,0,ES,M
933,2023,MI,FT,Data Analyst,39000,EUR,42107,DE,50,DE,M
935,2023,SE,FT,Research Engineer,200000,USD,200000,US,0,US,M
936,2023,EN,FT,Data Analyst,85000,USD,85000,US,100,US,M
938,2024,MI,FT,Data Engineer,106800,USD,106800,US,0,US,M
940,2023,SE,FT,Business Intelligence Engineer,108500,USD,108500,US,100,US,M
941,2024,MI,FT,Data Science Manager,180000,USD,180000,US,0,US,M
942,2024,SE,FT,Business Intelligence Engineer,78800,USD,78800,US,100,US,M
943,2023,SE,FT,Data Engineer,171250,USD,171250,US,0,US,M
946,2024,SE,FT,Analytics Engineer,132100,USD,132100,US,100,US,M
947,2024,MI,FT,Data Engineer,143000,USD,143000,US,0,US,M
948,2023,MI,FT,Research Engineer,100000,USD,100000,US,0,US,M
949,2023,EN,FT,Research Scientist,252990,USD,252990,US,100,US,M
950,2024,SE,FT,Data Science Consultant,109000,USD,109000,US,0,US,M
951,2024,MI,FT,Research Engineer,120000,USD,120000,US,0,US,M
952,2024,SE,FT,Data Scientist,200000,USD,200000,US,0,US,M
953,2023,SE,FT,Machine Learning Engineer,140000,USD,140000,US,0,US,M
954,2024,SE,FT,Data Analyst,145000,USD,145000,US,100,US,M
956,2023,MI,FT,Data Analyst,123000,USD,123000,US,100,US,M
957,2024,EN,FT,Data Analyst,180700,USD,180700,US,0,US,M
958,2023,SE,FT,Machine Learning Engineer,148594,USD,148594,US,0,US,M
960,2023,SE,FT,Data Architect,175000,USD,175000,US,100,US,M
961,2023,SE,FT,Machine Learning Engineer,165000,USD,165000,US,100,US,M
962,2023,SE,FT,Machine Learning Software Engineer,189000,USD,189000,US,0,US,M
963,2023,SE,FT,AI Engineer,136800,USD,136800,US,0,US,M
964,2022,SE,FT,Data Analyst,93700,USD,93700,US,100,US,M
965,2023,SE,FT,Data Engineer,175000,USD,175000,US,100,US,M
966,2024,EN,FT,Data Science,86900,USD,86900,US,0,US,M
967,2023,SE,FT,Data Engineer,81500,USD,81500,US,100,US,M
968,2023,MI,FT,Data Engineer,123000,USD,123000,US,0,US,M
969,2024,SE,FT,Machine Learning Engineer,215000,USD,215000,US,0,US,M
970,2023,MI,FT,Machine Learning Engineer,150000,USD,150000,US,0,US,M
971,2023,SE,FT,Machine Learning Engineer,238000,USD,238000,US,0,US,M
972,2024,SE,FT,Data Scientist,161500,USD,161500,US,0,US,M
973,2023,MI,FT,Data Analyst,98873,USD,98873,US,0,US,M
975,2023,SE,FT,Data Scientist,194500,USD,194500,US,0,US,M
976,2023,SE,FT,Data Engineer,161000,USD,161000,US,0,US,M
977,2023,SE,FT,BI Data Analyst,67000,EUR,72338,DE,100,DE,M
978,2021,MI,FT,Data Architect,150000,USD,150000,US,100,US,L
979,2023,SE,FT,Data Engineer,105200,USD,105200,US,0,US,M
980,2022,SE,FT,Data Engineer,300000,USD,300000,US,0,US,M
981,2023,SE,FT,Data Analytics Lead,115920,USD,115920,US,0,US,M
982,2023,SE,FT,Analytics Engineer,120000,USD,120000,US,0,US,M
983,2024,MI,FT,Data Strategist,134400,USD,134400,US,0,US,M
984,2023,SE,FT,Machine Learning Scientist,180514,USD,180514,US,100,US,M
985,2023,MI,FT,Data Manager,120000,USD,120000,US,0,US,M
986,2021,SE,FT,Data Specialist,165000,USD,165000,US,100,US,L
988,2024,SE,FT,Machine Learning Engineer,267900,USD,267900,US,0,US,M
989,2024,SE,FT,Data Scientist,175000,USD,175000,US,100,US,M
992,2023,SE,FT,Data Engineer,146000,USD,146000,US,0,US,M
993,2024,SE,FT,Data Engineer,113000,USD,113000,US,0,US,M
994,2024,SE,FT,Data Scientist,111500,USD,111500,US,0,US,M
995,2023,SE,FT,Data Engineer,129300,USD,129300,US,0,US,M
996,2023,MI,FT,Data Scientist,130410,USD,130410,US,0,US,M
997,2024,MI,FT,Data Engineer,70000,USD,70000,US,0,US,M
998,2022,MI,FT,Data Analyst,50000,GBP,61566,GB,0,GB,M
999,2023,MI,FT,Applied Scientist,250000,USD,250000,US,0,US,M
1000,2023,SE,FT,Data Analyst,206000,USD,206000,US,0,US,M
1001,2023,SE,FT,Data Analyst,122000,USD,122000,US,0,US,M
1002,2022,SE,FT,Data Scientist,140000,USD,140000,US,100,US,M
1003,2023,SE,FT,Data Analyst,143520,USD,143520,US,0,US,M
1004,2024,SE,FT,Machine Learning Scientist,220000,USD,220000,US,0,US,M
1005,2023,SE,FT,Data Manager,100000,USD,100000,US,0,US,M
1006,2023,SE,FT,ML Engineer,165400,USD,165400,US,0,US,M
1007,2023,EX,FT,Data Scientist,185000,USD,185000,US,0,US,M
1008,2023,EN,FT,Data Analyst,50000,USD,50000,US,100,US,M
1009,2024,MI,FT,Robotics Software Engineer,198000,USD,198000,US,0,US,M
1010,2023,MI,FT,Analytics Engineer,700000,USD,700000,US,100,US,M
1011,2022,SE,FT,Data Architect,63000,USD,63000,US,0,US,M
1012,2021,SE,FT,Data Analyst,54000,EUR,63831,DE,50,DE,L
1013,2023,SE,FT,Data Engineer,178500,USD,178500,US,100,US,M
1014,2023,EX,FT,Data Scientist,228856,USD,228856,GB,100,GB,M
1015,2023,MI,FT,Data Science Lead,185900,USD,185900,US,0,US,M
1016,2023,SE,FT,Data Scientist,139000,USD,139000,US,0,US,M
1017,2022,SE,FT,Data Engineer,105700,USD,105700,US,0,US,L
1018,2023,MI,FT,Data Scientist,128750,USD,128750,US,0,US,M
1019,2024,SE,FT,Data Engineer,115000,USD,115000,US,0,US,M
1020,2024,SE,FT,Research Scientist,151900,USD,151900,US,0,US,M
1021,2024,MI,FT,Analytics Engineer,221500,USD,221500,US,0,US,M
1022,2023,MI,FT,MLOps Engineer,124000,USD,124000,US,100,US,M
1023,2023,SE,FT,Machine Learning Modeler,204500,USD,204500,US,0,US,M
1024,2023,SE,FT,Data Engineer,167200,USD,167200,US,100,US,M
1025,2023,SE,FT,Data Engineer,204500,USD,204500,US,0,US,M
1026,2024,EX,FT,Data Analyst,50000,GBP,62500,GB,0,GB,M
1028,2023,MI,FT,Data Engineer,69000,USD,69000,US,0,US,M
1029,2022,SE,FT,Data Analyst,81666,USD,81666,US,0,US,M
1030,2023,EX,FT,Director of Data Science,201900,USD,201900,US,0,US,M
1031,2023,SE,FT,Business Intelligence Developer,110600,USD,110600,US,0,US,M
1032,2023,SE,FT,Data Scientist,106800,USD,106800,US,0,US,M
1033,2024,MI,FT,Data Science,66000,USD,66000,US,0,US,M
1035,2024,SE,FT,Data Engineer,240500,USD,240500,US,0,US,L
1036,2023,MI,FT,Analytics Engineer,116480,USD,116480,US,0,US,M
1037,2022,SE,FT,Data Engineer,105200,USD,105200,US,0,US,M
1038,2022,SE,FT,Data Scientist,153000,USD,153000,US,100,US,M
1039,2023,MI,FT,Machine Learning Engineer,106720,USD,106720,US,0,US,M
1040,2022,SE,FT,Data Analyst,99450,USD,99450,US,100,US,M
1041,2023,MI,FT,Data Engineer,110000,USD,110000,FR,100,FR,M
1042,2022,SE,FT,Machine Learning Engineer,164000,USD,164000,US,100,US,M
1043,2023,SE,FT,Data Analyst,95000,USD,95000,US,0,US,M
1044,2024,SE,FT,Data Lead,60860,GBP,76075,US,0,US,M
1045,2023,SE,FT,Data Analyst,52000,EUR,56143,ES,100,ES,M
1046,2024,MI,FT,Data Analyst,149000,USD,149000,US,100,US,M
1048,2023,SE,FT,Data Engineer,290000,USD,290000,US,100,US,M
1049,2024,SE,FT,Data Architect,400000,USD,400000,US,100,US,M
1050,2024,MI,FT,Data Scientist,106500,USD,106500,US,100,US,M
1051,2023,SE,FT,Machine Learning Engineer,300000,USD,300000,US,0,US,M
1052,2023,EN,FT,Data Analyst,105000,USD,105000,US,0,US,M
1053,2023,SE,FT,Data Scientist,236160,USD,236160,US,100,US,M
1054,2023,SE,FT,Data Engineer,121000,USD,121000,US,0,US,M
1055,2022,SE,FT,Data Engineer,130000,USD,130000,US,0,US,M
1056,2024,EX,FT,Data Engineer,168854,USD,168854,US,0,US,M
1057,2023,SE,FT,Data Engineer,250000,USD,250000,US,0,US,M
1058,2023,MI,FT,Data Scientist,137500,USD,137500,US,0,US,M
1060,2023,SE,FT,Machine Learning Engineer,262000,USD,262000,US,0,US,M
1061,2023,MI,FT,Machine Learning Software Engineer,217600,USD,217600,US,0,US,M
1062,2023,MI,FT,Data Engineer,70000,USD,70000,US,100,US,M
1063,2023,MI,FT,Data Scientist,147400,USD,147400,US,0,US,M
1065,2023,SE,FT,Applied Scientist,164000,USD,164000,US,100,US,M
1066,2023,MI,FT,Business Intelligence Analyst,120000,USD,120000,US,100,US,M
1067,2023,SE,FT,Research Engineer,189110,USD,189110,US,0,US,M
1068,2023,SE,FT,Data Scientist,167310,USD,167310,US,0,US,M
1069,2023,SE,FT,Data Scientist,167200,USD,167200,US,100,US,M
1070,2023,SE,FT,Data Engineer,139700,USD,139700,US,0,US,M
1071,2023,SE,FT,Data Scientist,70000,USD,70000,US,0,US,M
1072,2024,EX,FT,Head of Machine Learning,438000,USD,438000,US,0,US,M
1073,2023,MI,FT,Data Analytics Manager,155000,USD,155000,US,0,US,M
1074,2024,MI,FT,Data Analyst,73100,USD,73100,US,0,US,M
1075,2023,SE,FT,Data Scientist,185000,USD,185000,US,100,US,M
1076,2024,MI,FT,Data Engineer,61600,USD,61600,US,0,US,M
1077,2024,EX,FT,Data Science,97254,USD,97254,US,0,US,M
1078,2020,SE,FT,Data Engineer,720000,MXN,33511,MX,0,MX,S
1080,2023,MI,FT,Data Analyst,43000,EUR,46426,SI,0,SI,M
1082,2023,MI,FT,Data Engineer,170000,USD,170000,US,100,US,M
1083,2023,SE,FT,Machine Learning Modeler,142200,USD,142200,US,0,US,M
1084,2024,MI,FT,Data Science,120000,USD,120000,US,100,US,M
1085,2023,SE,FT,Machine Learning Engineer,212800,USD,212800,US,0,US,M
1086,2023,SE,FT,Data Scientist,150000,USD,150000,US,0,US,M
1087,2023,SE,FT,Data Engineer,245000,USD,245000,US,0,US,M
1088,2022,MI,FT,Data Scientist,2500000,INR,31795,IN,100,US,M
1089,2023,SE,FT,Data Engineer,225000,USD,225000,US,100,US,M
1090,2024,MI,FT,Data Science,106000,USD,106000,US,0,US,M
1092,2024,SE,FT,Applied Scientist,168600,USD,168600,US,100,US,M
1093,2023,SE,FT,Data Scientist,359170,USD,359170,US,0,US,M
1094,2023,EN,FT,Research Analyst,47423,USD,47423,US,0,US,M
1096,2023,SE,FT,Data Science Consultant,128000,USD,128000,US,0,US,M
1097,2023,SE,FT,Data Engineer,126800,USD,126800,US,0,US,M
1098,2022,SE,FT,Data Scientist,100000,USD,100000,BR,100,US,M
1099,2023,SE,FT,Research Scientist,278700,USD,278700,US,0,US,M
1100,2023,SE,FT,Data Engineer,255000,USD,255000,US,0,US,M
1101,2022,MI,FT,Machine Learning Infrastructure Engineer,53000,EUR,55685,PT,50,PT,L
1102,2024,SE,FT,Data Scientist,155000,USD,155000,US,0,US,M
1103,2022,MI,FT,Data Scientist,30000,USD,30000,MX,100,MX,L
1104,2022,SE,FT,Data Science Manager,200000,USD,200000,US,100,US,M
1106,2023,SE,FT,Data Scientist,111600,USD,111600,US,0,US,L
1107,2023,SE,FT,Data Analyst,100000,USD,100000,US,0,US,M
1108,2024,EN,FT,Data Analyst,92000,USD,92000,US,100,US,M
1109,2023,EX,FT,Data Engineer,115500,USD,115500,US,0,US,M
1110,2023,SE,FT,Data Engineer,174350,USD,174350,US,0,US,M
1112,2024,SE,FT,Data Scientist,152000,USD,152000,US,100,US,M
1113,2022,SE,FT,Analytics Engineer,110000,USD,110000,US,100,US,M
1114,2024,MI,FT,Applied Scientist,136000,USD,136000,US,0,US,L
1115,2022,MI,FT,Data Analyst,136000,USD,136000,US,100,US,M
1117,2022,SE,FT,Machine Learning Engineer,110000,EUR,115573,FR,100,FR,M
1118,2023,MI,FT,Machine Learning Engineer,116800,USD,116800,US,0,US,M
1120,2023,SE,FT,Machine Learning Engineer,193600,USD,193600,US,0,US,M
1122,2022,SE,FT,Data Engineer,191200,USD,191200,US,0,US,M
1123,2024,MI,FT,Data Scientist,188500,USD,188500,US,0,US,M
1124,2024,SE,FT,Data Analyst,150000,USD,150000,US,0,US,M
1125,2023,SE,FT,Data Analyst,130000,USD,130000,US,100,US,M
1126,2024,SE,FT,Machine Learning Engineer,324000,USD,324000,US,0,US,M
1127,2023,SE,FT,Data Scientist,84000,USD,84000,US,100,US,M
1129,2023,SE,FT,Business Intelligence Engineer,125000,USD,125000,US,100,US,M
1130,2023,MI,FT,Data Operations Specialist,65000,USD,65000,US,0,US,M
1131,2023,MI,FT,Research Scientist,220000,USD,220000,US,100,US,M
1132,2022,SE,FT,Applied Scientist,212800,USD,212800,US,100,US,M
1133,2024,SE,FT,Machine Learning Engineer,310000,USD,310000,US,0,US,M
1134,2023,SE,FT,Machine Learning Engineer,132600,USD,132600,US,0,US,M
1136,2023,EN,FT,Data Analyst,75065,USD,75065,US,100,US,M
1137,2022,SE,FT,Data Engineer,168400,USD,168400,US,0,US,M
1138,2024,EN,FT,Data Analyst,109700,USD,109700,US,0,US,M
1139,2023,MI,FT,Data Scientist,94400,USD,94400,US,100,US,M
1140,2024,SE,FT,Data Scientist,58800,EUR,65333,LT,0,LT,M
1141,2024,EN,FT,Research Analyst,58400,USD,58400,US,0,US,M
1142,2024,MI,FT,Data Science Manager,110000,USD,110000,US,0,US,M
1143,2023,SE,FT,Data Scientist,114080,USD,114080,US,0,US,M
1144,2024,MI,FT,Data Infrastructure Engineer,385000,USD,385000,US,0,US,M
1145,2023,SE,FT,Machine Learning Engineer,241000,USD,241000,US,0,US,M
1146,2024,SE,FT,Data Analyst,164000,USD,164000,US,0,US,M
1147,2024,SE,FT,Research Engineer,54395,GBP,67993,ZA,0,ZA,M
1149,2022,MI,FT,Data Scientist,58000,EUR,60938,DE,100,DE,S
1151,2023,EX,FT,Director of Data Science,336400,USD,336400,US,0,US,M
1153,2023,SE,FT,Data Manager,169000,USD,169000,US,0,US,M
1155,2023,SE,FT,Research Engineer,308000,USD,308000,US,0,US,M
1156,2023,SE,FT,Computer Vision Engineer,210000,USD,210000,GB,0,GB,M
1158,2022,MI,FT,Data Science Manager,159000,USD,159000,US,100,US,M
1160,2023,EN,FT,Data Engineer,135000,USD,135000,US,0,US,M
1161,2024,SE,FT,Data Engineer,145000,USD,145000,US,0,US,M
1162,2023,MI,FT,Machine Learning Engineer,200000,USD,200000,GB,0,GB,M
1163,2022,SE,FT,Data Analyst,169000,USD,169000,US,0,US,M
1164,2023,MI,FT,Data Scientist,105000,USD,105000,US,0,US,M
1165,2023,MI,FT,Data Engineer,95000,USD,95000,ES,100,ES,M
1166,2024,MI,FT,Data Engineer,205600,USD,205600,US,0,US,L
1168,2022,SE,FT,Data Engineer,110000,USD,110000,US,100,US,M
1169,2023,SE,FT,Machine Learning Engineer,123800,USD,123800,US,100,US,M
1170,2023,MI,FT,Data Specialist,85000,USD,85000,US,0,US,M
1172,2023,SE,FT,Data Architect,110000,USD,110000,US,100,US,M
1173,2021,MI,FT,Data Analyst,135000,USD,135000,US,100,US,L
1174,2023,SE,FT,Machine Learning Engineer,247500,USD,247500,US,0,US,M
1175,2024,EN,FT,Data Analyst,120000,USD,120000,US,0,US,M
1176,2022,SE,FT,Data Analyst,164000,USD,164000,US,0,US,M
1177,2023,SE,FT,Machine Learning Engineer,166600,USD,166600,US,0,US,M
1179,2023,SE,FT,Applied Scientist,350000,USD,350000,US,0,US,L
1180,2023,SE,FT,Data Manager,48000,USD,48000,CO,0,CO,M
1181,2024,SE,FT,Data Scientist,96750,USD,96750,US,0,US,M
1182,2024,SE,FT,Data Engineer,95325,USD,95325,US,0,US,M
1185,2024,SE,FT,BI Analyst,130000,USD,130000,US,0,US,M
1186,2024,MI,FT,Business Intelligence Engineer,185000,USD,185000,US,0,US,L
1187,2023,MI,FT,Data Engineer,106500,USD,106500,US,0,US,M
1188,2024,SE,FT,Data Analyst,140000,USD,140000,US,0,US,M
1189,2023,MI,FT,Data Analyst,75000,USD,75000,US,0,US,M
1191,2023,SE,FT,ML Engineer,145000,USD,145000,US,100,US,M
1192,2023,EN,FT,Data Scientist,73100,USD,73100,US,100,US,M
1193,2024,SE,FT,Data Science,140000,USD,140000,US,0,US,M
1194,2024,MI,FT,Data Specialist,112500,USD,112500,US,100,US,M
1195,2023,SE,FT,Machine Learning Engineer,296400,USD,296400,US,0,US,M
1196,2024,SE,FT,Data Scientist,226500,USD,226500,US,100,US,M
1197,2024,SE,FT,Business Intelligence Developer,144138,USD,144138,US,0,US,M
1198,2022,MI,FT,Data Engineer,80000,USD,80000,US,0,US,M
1199,2023,SE,FT,Data Engineer,225000,USD,225000,US,0,US,M
1200,2023,SE,FT,Data Scientist,156560,USD,156560,US,0,US,M
1201,2023,EN,FT,Data Analyst,25000,EUR,26992,GR,100,GB,S
1203,2023,SE,FT,Machine Learning Engineer,225000,USD,225000,FR,0,FR,M
1204,2023,MI,FT,Data Visualization Specialist,90300,USD,90300,US,0,US,M
1206,2023,SE,FT,ML Engineer,270000,USD,270000,US,100,US,M
1207,2024,SE,FT,Machine Learning Engineer,414000,USD,414000,US,0,US,M
1208,2023,SE,FT,AI Engineer,142352,USD,142352,US,0,US,M
1209,2022,SE,FT,Machine Learning Engineer,248700,USD,248700,US,0,US,M
1210,2023,EN,FT,Business Intelligence Analyst,85000,USD,85000,US,0,US,M
1211,2024,SE,FT,Data Scientist,155000,USD,155000,US,100,US,M
1212,2023,MI,FT,Data Analyst,60000,USD,60000,US,100,US,M
1215,2024,SE,FT,Prompt Engineer,140000,USD,140000,US,0,US,M
1216,2024,SE,FT,Data Scientist,168000,USD,168000,US,0,US,M
1217,2023,SE,FT,Data Engineer,125000,USD,125000,US,0,US,M
1218,2024,MI,FT,Data Scientist,68400,USD,68400,US,0,US,M
1219,2023,SE,FT,Machine Learning Engineer,200000,USD,200000,US,0,US,M
1220,2024,MI,FT,Data Engineer,80000,USD,80000,US,0,US,M
1221,2022,SE,FT,Applied Scientist,184000,USD,184000,US,100,US,M
1224,2022,SE,FT,Data Analyst,70000,USD,70000,US,0,US,M
1225,2023,MI,FT,Data Analyst,166000,USD,166000,US,0,US,M
1226,2022,SE,CT,Data Analyst,90000,USD,90000,US,100,US,M
1228,2024,SE,FT,Data Engineer,55000,GBP,68750,GB,0,GB,M
1229,2023,SE,FT,Data Science,245000,USD,245000,US,0,US,M
1231,2022,MI,FT,Data Analyst,100000,USD,100000,US,0,US,M
1232,2023,SE,FT,Data Analyst,137500,USD,137500,US,0,US,M
1233,2022,EX,FT,Analytics Engineer,210000,USD,210000,US,100,US,M
1234,2023,SE,FT,Data Engineer,80000,USD,80000,US,0,US,M
1235,2024,MI,FT,Data Scientist,120000,USD,120000,US,0,US,M
1236,2024,EN,FT,Data Science Analyst,64000,USD,64000,US,0,US,M
1237,2024,EX,FT,Director of Data Science,225000,USD,225000,US,0,US,M
1238,2023,SE,FT,Data Analyst,138860,USD,138860,US,0,US,M
1239,2022,SE,FT,Data Engineer,63000,USD,63000,US,100,US,M
1240,2021,SE,FT,Data Scientist,4000000,INR,54094,IN,100,IN,L
1241,2023,MI,FT,Data Engineer,162500,USD,162500,US,0,US,M
1242,2024,SE,FT,Data Modeler,74300,USD,74300,US,0,US,M
1243,2021,MI,FT,Data Scientist,21600,EUR,25532,RS,100,DE,S
1244,2023,SE,FT,Machine Learning Engineer,190000,USD,190000,US,100,US,M
1245,2024,SE,FT,Analytics Engineer,136000,USD,136000,US,100,US,M
1246,2023,SE,FT,Machine Learning Infrastructure Engineer,235000,USD,235000,US,100,US,M
1247,2023,SE,FT,Data Engineer,205600,USD,205600,US,0,US,L
1248,2024,MI,FT,Data Engineer,270250,USD,270250,US,0,US,M
1250,2024,MI,FT,Research Engineer,245000,USD,245000,US,0,US,M
1251,2023,SE,FT,Data Engineer,167500,USD,167500,US,0,US,M
1252,2024,SE,FT,Computational Biologist,174000,USD,174000,US,0,US,M
1253,2024,SE,FT,Data Analyst,115000,USD,115000,US,0,US,M
1254,2024,SE,FT,Analytics Engineer,136675,USD,136675,US,100,US,M
1255,2024,MI,FT,Research Scientist,295000,USD,295000,US,0,US,M
1256,2023,SE,FT,Data Engineer,163625,USD,163625,US,100,US,M
1257,2024,SE,FT,Data Engineer,146266,USD,146266,US,0,US,M
1258,2023,SE,FT,Applied Scientist,220000,USD,220000,US,100,US,M
1260,2023,MI,FT,AWS Data Architect,258000,USD,258000,US,100,US,L
1261,2022,SE,FT,Data Engineer,229998,USD,229998,US,0,US,L
1262,2023,SE,FT,Data Architect,125600,USD,125600,US,0,US,M
1263,2023,EN,FT,BI Data Engineer,60000,USD,60000,US,100,US,M
1264,2023,SE,FT,Data Scientist,118000,USD,118000,US,100,US,M
1265,2023,SE,FT,Data Engineer,40800,EUR,44051,EE,0,EE,M
1266,2023,SE,FT,Data Engineer,200000,PLN,46565,PL,100,PL,L
1267,2023,SE,FT,Data Engineer,155000,USD,155000,US,0,US,M
1268,2023,SE,FT,Analytics Engineer,160000,USD,160000,US,100,US,M
1269,2024,EX,FT,Business Intelligence,155000,USD,155000,CA,0,CA,M
1271,2024,EN,FT,Data Management Analyst,80000,USD,80000,US,100,US,M
1272,2024,MI,FT,Analytics Engineer,75000,USD,75000,US,100,US,M
1273,2024,MI,FT,Data Scientist,135000,USD,135000,US,0,US,M
1274,2024,SE,FT,Data Engineer,49500,GBP,61875,GB,0,GB,M
1275,2024,EN,FT,Data Analyst,85500,USD,85500,US,100,US,M
1276,2023,SE,FT,Data Science Practitioner,198800,USD,198800,US,0,US,M
1277,2023,MI,FT,Data Engineer,99000,USD,99000,US,0,US,M
1278,2023,SE,FT,Data Science,70000,USD,70000,US,0,US,M
1279,2023,SE,FT,Data Scientist,224250,USD,224250,US,0,US,M
1280,2023,SE,FT,Data Engineer,78000,USD,78000,US,0,US,M
1281,2024,SE,FT,Data Scientist,195000,USD,195000,US,0,US,M
1282,2023,MI,FT,Data Quality Analyst,65000,USD,65000,US,100,US,M
1283,2023,SE,FT,Data Scientist,210000,USD,210000,US,100,US,M
1286,2023,SE,FT,Data Analyst,145000,USD,145000,US,0,US,M
1287,2023,SE,FT,Data Engineer,226700,USD,226700,US,0,US,M
1289,2023,MI,FT,Data Analytics Manager,177000,USD,177000,US,0,US,M
1290,2023,SE,FT,Research Engineer,130000,USD,130000,US,0,US,M
1291,2023,SE,FT,Data Engineer,136994,USD,136994,US,100,US,M
1292,2024,SE,FT,Machine Learning Engineer,125000,USD,125000,US,0,US,M
1293,2023,SE,FT,Machine Learning Scientist,108308,USD,108308,US,100,US,M
1294,2023,SE,FT,Data Scientist,109000,USD,109000,US,0,US,M
1295,2023,SE,FT,Machine Learning Scientist,165000,USD,165000,US,100,US,M
1296,2023,SE,FT,Research Engineer,266450,USD,266450,US,0,US,M
1297,2024,MI,FT,Data Scientist,73100,USD,73100,US,0,US,M
1298,2024,SE,FT,Machine Learning Engineer,240200,USD,240200,GB,100,GB,M
1300,2023,SE,FT,Data Scientist,208500,USD,208500,US,0,US,M
1301,2023,SE,FT,Data Scientist,156400,USD,156400,US,0,US,M
1302,2023,SE,FT,Data Analyst,90000,USD,90000,US,100,US,M
1303,2022,MI,FT,Data Engineer,80000,EUR,84053,GR,100,GR,M
1304,2023,SE,FT,Decision Scientist,182500,USD,182500,US,100,US,M
1305,2022,MI,FT,Machine Learning Engineer,80000,EUR,84053,FR,100,DE,M
1306,2024,EX,FT,Data Engineer,268500,USD,268500,CA,0,CA,M
1307,2023,SE,FT,Data Engineer,172800,USD,172800,US,0,US,M
1308,2023,SE,FT,Data Engineer,176000,USD,176000,US,0,US,M
1309,2022,SE,FT,Data Engineer,167500,USD,167500,US,0,US,M
1310,2023,SE,FT,Machine Learning Engineer,297300,USD,297300,US,100,US,M
1311,2022,SE,FT,Data Engineer,129300,USD,129300,US,0,US,M
1312,2023,MI,FT,Data Analyst,55000,GBP,67672,GB,0,GB,M
1314,2023,MI,FT,Data Analyst,65000,USD,65000,US,100,US,M
1315,2024,SE,FT,Data Scientist,187000,USD,187000,US,0,US,M
1316,2023,EN,FT,Data Engineer,85000,USD,85000,US,0,US,M
1317,2023,SE,FT,Research Scientist,204500,USD,204500,US,0,US,M
1318,2023,SE,FT,AI Engineer,95325,USD,95325,US,0,US,M
1319,2023,SE,FT,Data Analyst,186600,USD,186600,US,100,US,M
1321,2022,MI,FT,Data Analyst,58000,USD,58000,US,0,US,S
1323,2024,SE,FT,AI Engineer,140000,USD,140000,US,100,US,M
1324,2023,SE,FT,Data Engineer,129000,USD,129000,US,0,US,M
1325,2023,SE,FT,Data Engineer,145000,USD,145000,US,100,US,M
1326,2024,SE,FT,Analytics Engineer,53000,GBP,66250,GB,0,GB,M
1327,2022,EN,FT,Data Engineer,65000,USD,65000,US,0,US,M
1328,2023,MI,FT,Data Scientist,90000,USD,90000,US,0,US,M
1330,2024,MI,FT,Applied Scientist,250000,USD,250000,US,0,US,M
1331,2021,MI,CT,ML Engineer,270000,USD,270000,US,100,US,L
1332,2024,SE,FT,Machine Learning Engineer,119786,USD,119786,CA,100,CA,M
1333,2023,EN,FT,Data Analyst,83000,USD,83000,US,0,US,M
1334,2024,SE,FT,Data Engineer,195000,USD,195000,US,100,US,M
1335,2023,EX,FT,Data Manager,70000,USD,70000,US,0,US,M
1338,2023,EN,FT,Research Scientist,150000,USD,150000,US,0,US,M
1339,2023,SE,FT,Data Engineer,60000,USD,60000,BR,100,BR,M
1340,2023,SE,FT,Data Engineer,245000,USD,245000,US,100,US,M
